2025-01-01,1470.0
2025-01-01,1468.3
2025-01-01,1466.8
2025-01-01,1470.8
2025-01-01,1455.4
2025-01-01,1453.2
2025-01-01,1458.2
2025-01-01,1460.7
2025-01-01,1471.3
2025-01-01,1463.3
2025-01-01,1460.2
2025-01-01,1454.7
2025-01-01,1455.8
2025-01-01,1453.0
2025-01-01,1437.9
2025-01-01,1434.3
2025-01-01,1437.1
2025-01-01,1433.3
2025-02-01,1453.0
2025-02-01,1469.2
2025-02-01,1460.8
2025-02-01,1450.0
2025-02-01,1447.1
2025-02-01,1447.4
2025-02-01,1453.4
2025-02-01,1453.5
2025-02-01,1452.6
2025-02-01,1450.5
2025-02-01,1443.3
2025-02-01,1441.1
2025-02-01,1443.9
2025-02-01,1440.6
2025-02-01,1439.4
2025-02-01,1434.1
2025-02-01,1429.2
2025-02-01,1430.7
2025-02-01,1431.8
2025-02-01,1439.6
2025-03-01,1458.7
2025-03-01,1459.6
2025-03-01,1456.0
2025-03-01,1441.6
2025-03-01,1446.3
2025-03-01,1451.5
2025-03-01,1457.9
2025-03-01,1452.0
2025-03-01,1451.9
2025-03-01,1454.8
2025-03-01,1448.0
2025-03-01,1447.1
2025-03-01,1452.3
2025-03-01,1459.2
2025-03-01,1466.9
2025-03-01,1466.9
2025-03-01,1469.6
2025-03-01,1465.3
2025-03-01,1466.8
2025-03-01,1466.5
2025-04-01,1470.6
2025-04-01,1471.7
2025-04-01,1467.8
2025-04-01,1467.0
2025-04-01,1439.3
2025-04-01,1465.9
2025-04-01,1470.2
2025-04-01,1482.9
2025-04-01,1458.5
2025-04-01,1450.8
2025-04-01,1427.4
2025-04-01,1423.3
2025-04-01,1427.4
2025-04-01,1419.9
2025-04-01,1421.5
2025-04-01,1418.9
2025-04-01,1422.6
2025-04-01,1426.6
2025-04-01,1430.2
2025-04-01,1434.6
2025-04-01,1439.3
2025-04-01,1438.5
2025-05-01,1426.9
2025-05-01,1426.6
2025-05-01,1394.1
2025-05-01,1396.0
2025-05-01,1405.6
2025-05-01,1400.4
2025-05-01,1413.7
2025-05-01,1415.8
2025-05-01,1399.6
2025-05-01,1394.3
2025-05-01,1398.0
2025-05-01,1392.6
2025-05-01,1387.1
2025-05-01,1378.4
2025-05-01,1376.9
2025-05-01,1365.0
2025-05-01,1368.3
2025-05-01,1374.6
2025-05-01,1381.4
2025-06-01,1375.7
2025-06-01,1376.9
2025-06-01,1373.8
2025-06-01,1359.0
2025-06-01,1358.9
2025-06-01,1359.9
2025-06-01,1368.8
2025-06-01,1362.9
2025-06-01,1366.8
2025-06-01,1363.6
2025-06-01,1361.7
2025-06-01,1373.2
2025-06-01,1379.6
2025-06-01,1369.4
2025-06-01,1381.9
2025-06-01,1365.0
2025-06-01,1360.9
2025-06-01,1357.6
2025-06-01,1356.4
2025-07-01,1353.6
2025-07-01,1352.6
2025-07-01,1359.4
2025-07-01,1358.1
2025-07-01,1364.2
2025-07-01,1366.6
2025-07-01,1368.0
2025-07-01,1373.8
2025-07-01,1373.0
2025-07-01,1374.7
2025-07-01,1378.5
2025-07-01,1382.7
2025-07-01,1387.1
2025-07-01,1390.8
2025-07-01,1391.9
2025-07-01,1391.1
2025-07-01,1386.3
2025-07-01,1379.1
2025-07-01,1368.7
2025-07-01,1376.0
2025-07-01,1379.6
2025-07-01,1391.4
